# CSV-File created with merge-csv.com
# -----------------------------------------------------------

ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Eco Elementary School,3/17/2007,54747095,LEED Platinum certified,Central District,LEED Certified,Green Architects Inc.,ISO 14001,2/11/2024,66,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,8/28/2021,67246721,Renewable energy sources,Central District,LEED Platinum,EcoBuild Constructions,LEED,7/10/2023,32,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,2/20/2012,35108871,Energy-efficient design,Town Square,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,5/19/2023,27,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,12/11/2020,32128275,LEED Platinum certified,Central District,LEED Gold,Sustainable Builders,Green Globes,9/2/2023,16,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,3/2/2017,7989710,Green roof,City Centre,LEED Certified,EcoBuild Constructions,LEED,10/21/2023,63,Yes,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,1/23/2013,82354375,Energy-efficient design,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,8/27/2023,69,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,5/22/2009,10205538,Green roof,City Centre,LEED Certified,Green Building Solutions,LEED,11/1/2023,26,Yes,low-flow,certified,30% reduction in energy use,false
Sustainable Library,7/9/2016,5264133,Green roof,City Centre,LEED Silver,Eco-Friendly Designs,LEED,10/30/2023,31,No,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,1/2/2019,82901914,Energy-efficient design,Town Square,LEED Certified,Green Building Solutions,LEED,8/21/2023,5,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,10/21/2021,83598329,LEED Platinum certified,City Centre,LEED Silver,Green Building Solutions,LEED,3/1/2024,44,No,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,4/3/2011,61687077,Renewable energy sources,Town Square,LEED Silver,Sustainable Builders,LEED,5/20/2023,81,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,10/20/2017,96432999,Rainwater harvesting,City Centre,LEED Gold,Sustainable Builders,ENERGY STAR Certified,9/9/2023,73,Yes,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,3/3/2008,12196142,Renewable energy sources,Downtown,LEED Silver,Eco-Friendly Designs,LEED,6/4/2023,59,No,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,10/18/2007,19965016,Energy-efficient design,City Centre,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,11/29/2023,92,Limited,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,10/30/2014,466369,Energy-efficient design,City Centre,LEED Silver,Sustainable Builders,ENERGY STAR Certified,11/27/2023,63,No,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,4/29/2019,21861980,Energy-efficient design,Town Square,LEED Silver,Green Architects Inc.,LEED,11/3/2023,66,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,3/13/2021,26413759,Renewable energy sources,City Centre,Not Applicable,Green Architects Inc.,LEED,10/12/2023,35,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,8/27/2021,96711829,Renewable energy sources,Central District,LEED Platinum,Eco-Friendly Designs,LEED,5/27/2023,12,Yes,high-efficiency,reclaimed,25% reduction in energy use,true
Sustainable Library,10/15/2017,57501434,LEED Platinum certified,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,8/8/2023,7,Limited,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,5/3/2011,61422843,Rainwater harvesting,Downtown,Not Applicable,Green Architects Inc.,LEED,7/2/2023,14,Limited,low-flow,recycled,40% reduction in energy use,true
Eco Elementary School,9/25/2018,11185232,LEED Platinum certified,Central District,LEED Certified,Sustainable Builders,LEED,10/4/2023,16,Yes,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,4/10/2015,24913279,LEED Platinum certified,Central District,LEED Silver,Eco-Friendly Designs,LEED,7/19/2023,94,Yes,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,1/20/2008,30271116,Energy-efficient design,Downtown,Not Applicable,Green Building Solutions,LEED,11/20/2023,12,No,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,10/11/2006,9142254,LEED Platinum certified,Downtown,LEED Platinum,Eco-Friendly Designs,LEED,11/9/2023,99,No,high-efficiency,reclaimed,30% reduction in energy use,false
Green Office Building,3/23/2012,61635238,Renewable energy sources,Downtown,LEED Certified,Sustainable Builders,LEED,7/13/2023,100,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,3/20/2011,94832767,Green roof,City Centre,LEED Certified,Sustainable Builders,LEED,7/26/2023,37,Limited,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,6/15/2008,52012541,Energy-efficient design,Town Square,LEED Silver,EcoBuild Constructions,LEED,7/20/2023,73,Limited,high-efficiency,local,25% reduction in energy use,false
Eco Elementary School,7/29/2019,76842263,Green roof,City Centre,LEED Certified,Eco-Friendly Designs,LEED,7/4/2023,37,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,2/5/2009,31890486,LEED Platinum certified,Metropolitan Area,Not Applicable,Green Building Solutions,LEED,11/19/2023,99,No,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,3/23/2020,55822684,Renewable energy sources,Town Square,LEED Certified,Sustainable Builders,LEED,10/9/2023,40,Limited,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,2/12/2007,6820868,Energy-efficient design,Central District,LEED Certified,Green Building Solutions,LEED,7/18/2023,11,No,high-efficiency,certified,25% reduction in energy use,true
Eco Elementary School,3/22/2020,65646820,Renewable energy sources,Central District,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,1/28/2024,38,Yes,low-flow,local,40% reduction in energy use,false
Sustainable Library,6/6/2009,5494629,LEED Platinum certified,Town Square,LEED Silver,EcoBuild Constructions,LEED,2/9/2024,82,Limited,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,4/18/2015,70847252,LEED Platinum certified,City Centre,LEED Certified,Green Building Solutions,LEED,11/16/2023,99,Yes,low-flow,certified,25% reduction in energy use,false
Eco Elementary School,11/6/2008,6842608,Energy-efficient design,City Centre,Not Applicable,Eco-Friendly Designs,LEED,1/20/2024,73,Yes,high-efficiency,local,25% reduction in energy use,true
Sustainable Library,12/16/2017,53214660,Renewable energy sources,Metropolitan Area,Not Applicable,Sustainable Builders,LEED,10/18/2023,81,No,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,3/20/2023,19734562,LEED Platinum certified,Metropolitan Area,LEED Certified,Green Architects Inc.,Green Globes,2/20/2024,54,Yes,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,4/27/2018,5215276,Renewable energy sources,City Centre,Not Applicable,Green Building Solutions,LEED,1/20/2024,44,Yes,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,12/21/2021,46679760,Energy-efficient design,Metropolitan Area,LEED Silver,Eco-Friendly Designs,LEED,9/5/2023,64,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,6/22/2009,36876404,LEED Platinum certified,Metropolitan Area,LEED Certified,Green Building Solutions,LEED,11/16/2023,50,Limited,low-flow,reclaimed,30% reduction in energy use,true
Sustainable Library,6/15/2007,85005397,LEED Platinum certified,Town Square,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,12/20/2023,70,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,5/6/2006,15857534,Renewable energy sources,Metropolitan Area,LEED Platinum,Eco-Friendly Designs,ENERGY STAR Certified,7/3/2023,41,Limited,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,11/26/2015,5767231,Renewable energy sources,Downtown,Not Applicable,Eco-Friendly Designs,LEED,2/3/2024,51,Limited,low-flow,certified,25% reduction in energy use,true
Eco Elementary School,7/30/2019,87094205,Renewable energy sources,Town Square,Not Applicable,EcoBuild Constructions,LEED,10/11/2023,29,No,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,12/25/2016,70323713,Green roof,Town Square,LEED Certified,Green Architects Inc.,ISO 14001,10/6/2023,0,Yes,low-flow,recycled,40% reduction in energy use,true
Sustainable Library,6/18/2007,97105195,Green roof,Metropolitan Area,LEED Certified,Sustainable Builders,ENERGY STAR Certified,8/29/2023,70,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,3/5/2014,21775303,Renewable energy sources,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,12/20/2023,12,No,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,10/13/2007,39290114,Rainwater harvesting,Downtown,LEED Certified,EcoBuild Constructions,Green Globes,1/7/2024,37,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,9/18/2012,30235211,Rainwater harvesting,Town Square,LEED Certified,EcoBuild Constructions,LEED,8/3/2023,88,Limited,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,9/18/2015,61881367,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,LEED,10/3/2023,80,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,12/10/2013,78167063,Green roof,City Centre,LEED Silver,Green Building Solutions,ENERGY STAR Certified,8/1/2023,35,No,high-efficiency,certified,25% reduction in energy use,false
Eco Elementary School,9/4/2011,79137048,Renewable energy sources,Central District,LEED Certified,Sustainable Builders,LEED,1/18/2024,28,Limited,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,7/26/2016,96405581,Energy-efficient design,Town Square,LEED Silver,Green Building Solutions,LEED,11/28/2023,23,Yes,high-efficiency,local,40% reduction in energy use,true
Green Office Building,4/26/2019,71871449,Energy-efficient design,Central District,LEED Certified,Eco-Friendly Designs,LEED,11/6/2023,91,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,2/15/2015,25531507,Energy-efficient design,Town Square,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,10/6/2023,22,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,7/8/2020,15561040,Rainwater harvesting,City Centre,LEED Gold,EcoBuild Constructions,LEED,7/16/2023,39,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,3/5/2009,30789204,Renewable energy sources,Downtown,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,7/25/2023,97,Yes,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,10/5/2021,2016651,Rainwater harvesting,City Centre,LEED Certified,Eco-Friendly Designs,LEED,9/14/2023,83,Limited,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,10/30/2015,79598906,LEED Platinum certified,Metropolitan Area,LEED Certified,Green Building Solutions,LEED,1/8/2024,97,Yes,high-efficiency,reclaimed,25% reduction in energy use,false
Eco Elementary School,9/9/2013,68834808,Energy-efficient design,Downtown,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,6/30/2023,11,Limited,high-efficiency,local,25% reduction in energy use,true
Sustainable Library,2/15/2014,15925942,Energy-efficient design,City Centre,Not Applicable,EcoBuild Constructions,LEED,7/20/2023,77,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,3/25/2009,99573012,LEED Platinum certified,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,10/15/2023,61,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,12/5/2005,89212877,Renewable energy sources,City Centre,Not Applicable,Green Building Solutions,LEED,12/8/2023,72,Yes,low-flow,local,40% reduction in energy use,true
Sustainable Library,8/20/2011,28788763,Green roof,Metropolitan Area,LEED Platinum,Eco-Friendly Designs,LEED,5/23/2023,75,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,2/6/2010,32085796,Energy-efficient design,Metropolitan Area,LEED Gold,Green Building Solutions,ISO 14001,9/2/2023,42,No,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,5/24/2018,21896715,Energy-efficient design,City Centre,LEED Gold,Green Building Solutions,ISO 14001,6/20/2023,29,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,6/23/2013,60032796,Rainwater harvesting,City Centre,LEED Silver,Green Architects Inc.,LEED,9/20/2023,4,Limited,high-efficiency,local,40% reduction in energy use,false
Eco Elementary School,3/9/2009,14767440,Energy-efficient design,Downtown,LEED Gold,Green Architects Inc.,Green Globes,10/30/2023,68,Yes,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,2/5/2016,24764993,LEED Platinum certified,City Centre,LEED Certified,Sustainable Builders,ENERGY STAR Certified,5/20/2023,57,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,12/13/2020,43011046,Rainwater harvesting,Metropolitan Area,Not Applicable,Sustainable Builders,LEED,9/7/2023,33,No,low-flow,certified,40% reduction in energy use,false
Green Office Building,1/4/2014,93594415,LEED Platinum certified,City Centre,LEED Certified,Sustainable Builders,LEED,3/4/2024,26,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,3/6/2013,14443608,Energy-efficient design,Downtown,LEED Silver,Green Building Solutions,ISO 14001,1/7/2024,78,Yes,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,8/28/2012,32098769,LEED Platinum certified,City Centre,LEED Certified,Sustainable Builders,LEED,6/8/2023,83,Limited,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,1/12/2006,74991900,Green roof,Central District,LEED Certified,Green Building Solutions,LEED,7/30/2023,18,Limited,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,9/11/2013,97949318,Rainwater harvesting,Metropolitan Area,LEED Certified,Eco-Friendly Designs,LEED,7/31/2023,74,No,low-flow,reclaimed,40% reduction in energy use,true
Eco Elementary School,3/27/2007,16174929,Rainwater harvesting,Town Square,LEED Certified,EcoBuild Constructions,LEED,12/19/2023,33,Limited,high-efficiency,recycled,30% reduction in energy use,false
Eco Elementary School,4/30/2011,62586408,Renewable energy sources,Downtown,LEED Gold,Sustainable Builders,LEED,12/19/2023,34,Yes,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,10/4/2019,57732241,Renewable energy sources,City Centre,LEED Gold,Green Building Solutions,LEED,6/24/2023,60,Limited,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,6/13/2015,44443917,LEED Platinum certified,City Centre,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,12/17/2023,42,Yes,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,1/3/2011,40952263,LEED Platinum certified,Metropolitan Area,LEED Silver,Green Architects Inc.,ISO 14001,10/28/2023,97,Yes,high-efficiency,recycled,40% reduction in energy use,true
Eco Elementary School,2/28/2013,88030505,Energy-efficient design,Town Square,LEED Silver,Eco-Friendly Designs,LEED,6/15/2023,1,Limited,high-efficiency,certified,40% reduction in energy use,true
