ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Eco Elementary School,7/1/2016,68644241,LEED Platinum certified,Central District,LEED Certified,Sustainable Builders,ENERGY STAR Certified,6/22/2023,35,Limited,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,4/13/2013,51049157,Green roof,Downtown,LEED Silver,Eco-Friendly Designs,LEED,12/17/2023,85,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,10/7/2015,58174585,Green roof,Metropolitan Area,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,9/29/2023,22,No,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,2/23/2006,13884235,Rainwater harvesting,Central District,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,9/4/2023,36,Yes,low-flow,reclaimed,30% reduction in energy use,false
Green Office Building,11/9/2015,47814730,Green roof,Metropolitan Area,Not Applicable,Green Building Solutions,LEED,7/8/2023,10,Yes,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,8/29/2021,1892986,Energy-efficient design,Central District,LEED Silver,Sustainable Builders,ENERGY STAR Certified,8/10/2023,73,Limited,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,4/28/2021,82323686,Green roof,Central District,LEED Platinum,Green Architects Inc.,LEED,11/5/2023,48,No,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,3/17/2016,84267894,Energy-efficient design,Central District,LEED Certified,Eco-Friendly Designs,ISO 14001,10/19/2023,54,No,high-efficiency,local,25% reduction in energy use,true
Sustainable Library,1/15/2008,99812538,Renewable energy sources,Downtown,LEED Certified,Sustainable Builders,ISO 14001,7/22/2023,16,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,11/19/2012,30166307,Rainwater harvesting,Metropolitan Area,LEED Gold,Sustainable Builders,LEED,6/28/2023,6,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,4/26/2020,65226642,Rainwater harvesting,Downtown,LEED Certified,Green Building Solutions,LEED,1/13/2024,20,Limited,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,10/3/2007,16277140,Rainwater harvesting,Metropolitan Area,LEED Gold,Sustainable Builders,Green Globes,7/17/2023,53,Yes,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,4/12/2010,96362900,Energy-efficient design,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,6/3/2023,18,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,11/5/2020,61807884,Energy-efficient design,Central District,LEED Silver,Eco-Friendly Designs,LEED,7/12/2023,18,Limited,high-efficiency,recycled,40% reduction in energy use,true
Eco Elementary School,2/3/2012,26251374,Rainwater harvesting,Central District,Not Applicable,EcoBuild Constructions,LEED,5/24/2023,43,No,low-flow,certified,30% reduction in energy use,true
Sustainable Library,6/18/2020,81195297,Renewable energy sources,Central District,LEED Silver,Sustainable Builders,LEED,6/27/2023,54,No,low-flow,certified,40% reduction in energy use,false
Green Office Building,3/24/2008,51166293,Green roof,Town Square,LEED Silver,Green Building Solutions,LEED,7/5/2023,54,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,1/4/2022,75190940,Energy-efficient design,Central District,LEED Certified,EcoBuild Constructions,LEED,12/17/2023,100,No,low-flow,recycled,25% reduction in energy use,true
Eco Elementary School,7/14/2012,4026519,LEED Platinum certified,City Centre,LEED Gold,Green Architects Inc.,LEED,5/17/2023,85,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,5/24/2015,54584969,Rainwater harvesting,Town Square,LEED Certified,Green Architects Inc.,LEED,1/18/2024,10,Yes,low-flow,recycled,40% reduction in energy use,false
Green Office Building,11/5/2010,32118759,Green roof,City Centre,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,1/8/2024,56,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,3/11/2017,96747021,Green roof,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,8/17/2023,14,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,6/21/2020,32356125,LEED Platinum certified,Town Square,LEED Silver,Green Building Solutions,ENERGY STAR Certified,11/6/2023,79,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,1/19/2009,37676424,Renewable energy sources,Town Square,Not Applicable,Eco-Friendly Designs,Green Globes,5/31/2023,64,Yes,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,11/11/2008,12834011,Energy-efficient design,Central District,LEED Certified,Eco-Friendly Designs,LEED,5/17/2023,84,Limited,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,3/28/2023,56083406,Energy-efficient design,Central District,LEED Platinum,EcoBuild Constructions,LEED,2/10/2024,79,No,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,11/16/2012,60276714,Rainwater harvesting,Central District,LEED Platinum,Eco-Friendly Designs,Green Globes,1/31/2024,55,Yes,low-flow,sustainable,30% reduction in energy use,false
Eco Elementary School,8/2/2016,15723585,LEED Platinum certified,City Centre,LEED Silver,Eco-Friendly Designs,LEED,10/17/2023,24,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,7/3/2010,77317485,Green roof,City Centre,LEED Silver,Green Building Solutions,ENERGY STAR Certified,8/10/2023,51,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,2/17/2013,15595968,LEED Platinum certified,City Centre,Not Applicable,Green Architects Inc.,LEED,6/10/2023,72,Limited,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,6/6/2010,57609794,Renewable energy sources,Metropolitan Area,LEED Gold,Green Building Solutions,LEED,7/10/2023,93,Limited,low-flow,sustainable,30% reduction in energy use,false
Sustainable Library,12/8/2015,71003262,Rainwater harvesting,Downtown,LEED Certified,Eco-Friendly Designs,LEED,5/22/2023,22,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,7/9/2019,70412834,Renewable energy sources,City Centre,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,6/5/2023,94,No,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,9/1/2017,59475390,Energy-efficient design,Metropolitan Area,LEED Certified,Green Building Solutions,LEED,10/20/2023,13,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,1/19/2017,7756971,Energy-efficient design,Downtown,Not Applicable,Green Building Solutions,LEED,6/14/2023,5,Yes,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,10/1/2007,42900329,Green roof,Central District,LEED Certified,Green Architects Inc.,LEED,1/24/2024,37,No,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,6/15/2018,53610863,Energy-efficient design,Metropolitan Area,LEED Silver,Sustainable Builders,LEED,1/13/2024,82,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,5/4/2016,69343066,Rainwater harvesting,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,5/20/2023,53,No,high-efficiency,local,25% reduction in energy use,true
Sustainable Library,9/17/2013,9222840,Energy-efficient design,Town Square,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,1/13/2024,94,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,4/2/2020,83680251,Energy-efficient design,Town Square,LEED Silver,Sustainable Builders,Green Globes,9/14/2023,54,Limited,low-flow,recycled,40% reduction in energy use,false
Eco Elementary School,8/22/2022,87367169,Rainwater harvesting,Downtown,Not Applicable,Green Architects Inc.,Green Globes,1/14/2024,15,Limited,low-flow,reclaimed,30% reduction in energy use,true
Sustainable Library,8/16/2021,48587546,Renewable energy sources,Downtown,Not Applicable,Sustainable Builders,LEED,7/10/2023,63,Yes,low-flow,local,40% reduction in energy use,false
Sustainable Library,7/20/2007,66239516,Renewable energy sources,Metropolitan Area,LEED Platinum,Sustainable Builders,LEED,6/1/2023,84,Limited,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,1/25/2016,49671956,LEED Platinum certified,Town Square,LEED Certified,EcoBuild Constructions,LEED,7/28/2023,80,Limited,high-efficiency,local,25% reduction in energy use,true
Sustainable Library,6/30/2014,36206198,Green roof,City Centre,LEED Certified,Sustainable Builders,Green Globes,10/8/2023,74,Yes,low-flow,certified,25% reduction in energy use,false
Eco Elementary School,3/31/2011,17700951,Renewable energy sources,Central District,LEED Silver,Sustainable Builders,LEED,7/6/2023,32,Yes,high-efficiency,local,40% reduction in energy use,false
Green Office Building,10/4/2022,30891966,Energy-efficient design,Town Square,LEED Certified,Sustainable Builders,ENERGY STAR Certified,11/29/2023,84,No,low-flow,certified,30% reduction in energy use,true
Green Office Building,12/9/2018,39151712,Renewable energy sources,Downtown,LEED Silver,Sustainable Builders,LEED,1/13/2024,70,No,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,11/13/2009,93492013,Energy-efficient design,City Centre,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,10/30/2023,65,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Sustainable Library,10/4/2014,89609635,Rainwater harvesting,City Centre,LEED Platinum,Green Building Solutions,Green Globes,8/14/2023,8,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,10/19/2006,14217643,Rainwater harvesting,Downtown,LEED Silver,EcoBuild Constructions,LEED,2/18/2024,4,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,8/16/2013,46234584,Green roof,Town Square,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,10/4/2023,42,Yes,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,3/25/2018,27705183,Energy-efficient design,Downtown,LEED Gold,Green Architects Inc.,LEED,10/25/2023,67,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,9/15/2014,54721158,Green roof,City Centre,LEED Certified,EcoBuild Constructions,ISO 14001,7/20/2023,77,No,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,12/9/2006,10267310,Renewable energy sources,City Centre,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,3/5/2024,64,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,9/19/2007,30604695,Green roof,Town Square,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,11/1/2023,32,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,6/6/2021,53408088,Renewable energy sources,City Centre,LEED Certified,Sustainable Builders,LEED,3/9/2024,58,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,6/16/2014,79144513,Green roof,Metropolitan Area,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,12/8/2023,73,Limited,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,4/8/2018,38086043,Rainwater harvesting,Downtown,Not Applicable,Green Building Solutions,ENERGY STAR Certified,3/5/2024,94,Yes,low-flow,sustainable,30% reduction in energy use,true
Sustainable Library,10/21/2018,77531359,Green roof,Downtown,LEED Silver,Eco-Friendly Designs,LEED,7/14/2023,83,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,4/8/2023,21729705,Renewable energy sources,Central District,LEED Certified,Eco-Friendly Designs,LEED,10/20/2023,24,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,3/15/2012,87359090,Rainwater harvesting,Town Square,LEED Silver,Sustainable Builders,Green Globes,7/16/2023,1,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,3/9/2015,77234326,Green roof,Downtown,LEED Certified,Sustainable Builders,ISO 14001,12/30/2023,25,No,high-efficiency,sustainable,30% reduction in energy use,false
Sustainable Library,3/29/2016,44470208,LEED Platinum certified,City Centre,LEED Certified,Sustainable Builders,LEED,9/23/2023,96,Yes,low-flow,recycled,40% reduction in energy use,false
Sustainable Library,6/14/2021,95104463,LEED Platinum certified,Central District,LEED Platinum,Sustainable Builders,LEED,1/25/2024,58,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,12/30/2016,10745683,Renewable energy sources,Downtown,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,2/10/2024,38,Yes,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,7/14/2016,7502989,LEED Platinum certified,Downtown,LEED Certified,Sustainable Builders,LEED,6/28/2023,31,Limited,high-efficiency,sustainable,25% reduction in energy use,true
Sustainable Library,6/24/2016,95945715,LEED Platinum certified,Central District,LEED Gold,Green Building Solutions,LEED,1/20/2024,30,No,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,10/19/2011,85344127,Energy-efficient design,Town Square,Not Applicable,Sustainable Builders,Green Globes,9/27/2023,52,Yes,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,4/12/2016,90956480,Renewable energy sources,Town Square,LEED Silver,Green Architects Inc.,ISO 14001,7/19/2023,37,Limited,low-flow,certified,40% reduction in energy use,false
Green Office Building,6/22/2023,9941225,Green roof,Downtown,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,1/6/2024,15,No,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,8/8/2019,72585177,Renewable energy sources,Downtown,LEED Certified,Sustainable Builders,LEED,1/9/2024,48,Yes,low-flow,sustainable,25% reduction in energy use,false
Green Office Building,2/14/2020,99414617,Energy-efficient design,Metropolitan Area,LEED Certified,EcoBuild Constructions,Green Globes,8/28/2023,35,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,10/16/2010,88232046,LEED Platinum certified,City Centre,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,5/15/2023,52,Yes,low-flow,recycled,30% reduction in energy use,false
Eco Elementary School,12/16/2010,71016289,Green roof,Downtown,LEED Certified,Sustainable Builders,LEED,10/8/2023,34,Yes,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,10/5/2011,52130820,LEED Platinum certified,Metropolitan Area,LEED Silver,Green Building Solutions,ENERGY STAR Certified,1/10/2024,95,Limited,low-flow,certified,25% reduction in energy use,true
Eco Elementary School,12/4/2010,25960559,Renewable energy sources,Downtown,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,11/17/2023,35,No,low-flow,certified,40% reduction in energy use,false
Green Office Building,8/16/2019,31118904,Green roof,Central District,LEED Silver,Green Building Solutions,LEED,9/16/2023,25,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,5/6/2018,82167608,Green roof,Downtown,LEED Silver,EcoBuild Constructions,LEED,8/31/2023,67,Yes,high-efficiency,local,40% reduction in energy use,true
