ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Sustainable Library,3/2/2022,7450055,Energy-efficient design,City Centre,3 Level - LEED Silver,Eco-Friendly Designs,3 Level - Green Globes,5/23/2023,98,1- No,2 - high-efficiency,1 - local,25% reduction in energy use,true
Sustainable Library,2/17/2010,10238765,Energy-efficient design,Central District,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,5/22/2023,6,2 - Limited,2 - high-efficiency,2 - recycled,30% reduction in energy use,false
Eco Elementary School,11/11/2011,34513455,LEED Platinum certified,Town Square,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,11/1/2023,10,3 - Yes,1 - low-flow,4 - reclaimed,25% reduction in energy use,true
Green Office Building,2/7/2021,73494247,Renewable energy sources,Downtown,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,7/24/2023,36,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,false
Sustainable Library,5/15/2019,92900822,LEED Platinum certified,Metropolitan Area,3 Level - LEED Silver,Eco-Friendly Designs,4 Level -  ISO 14001,10/25/2023,76,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,true
Eco Elementary School,12/8/2018,79453761,Energy-efficient design,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,5/21/2023,94,2 - Limited,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Green Office Building,4/19/2016,64899768,Renewable energy sources,Central District,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,8/25/2023,63,2 - Limited,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Eco Elementary School,12/10/2009,63509042,Rainwater harvesting,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,6/16/2023,83,3 - Yes,1 - low-flow,5 - certified,30% reduction in energy use,false
Eco Elementary School,7/20/2012,42842792,Renewable energy sources,Central District,3 Level - LEED Silver,Green Building Solutions,3 Level - Green Globes,5/20/2023,31,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Sustainable Library,11/22/2021,87830338,Rainwater harvesting,Central District,3 Level - LEED Silver,Green Architects Inc.,1 Level - ENERGY STAR Certified,7/30/2023,59,3 - Yes,1 - low-flow,4 - reclaimed,30% reduction in energy use,true
Eco Elementary School,7/9/2012,27022481,Rainwater harvesting,Central District,5 Level - LEED Platinum,Sustainable Builders,3 Level - Green Globes,2/18/2024,69,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,10/12/2019,46145632,Green roof,City Centre,3 Level - LEED Silver,Green Architects Inc.,3 Level - Green Globes,9/4/2023,57,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Green Office Building,2/15/2011,90575181,Renewable energy sources,Downtown,4 Level - LEED Gold,EcoBuild Constructions,3 Level - Green Globes,10/2/2023,37,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,3/4/2010,64634286,Rainwater harvesting,Central District,2 Level - LEED Certified,EcoBuild Constructions,1 Level - ENERGY STAR Certified,10/27/2023,54,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Sustainable Library,3/25/2014,35766846,Green roof,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,10/30/2023,26,3 - Yes,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,8/8/2007,16255691,LEED Platinum certified,City Centre,1 Level - Not Applicable,EcoBuild Constructions,2 Level - LEED,8/23/2023,41,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,2/21/2009,58303342,LEED Platinum certified,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,2 Level - LEED,1/9/2024,10,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Eco Elementary School,10/24/2023,10127086,LEED Platinum certified,Central District,2 Level - LEED Certified,Sustainable Builders,3 Level - Green Globes,8/15/2023,50,3 - Yes,2 - high-efficiency,5 - certified,30% reduction in energy use,true
Eco Elementary School,7/26/2022,27298246,LEED Platinum certified,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,10/5/2023,100,2 - Limited,2 - high-efficiency,3 - sustainable,25% reduction in energy use,false
Eco Elementary School,4/4/2006,21716856,LEED Platinum certified,Central District,4 Level - LEED Gold,EcoBuild Constructions,3 Level - Green Globes,9/10/2023,16,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Sustainable Library,9/2/2011,31840619,Rainwater harvesting,City Centre,5 Level - LEED Platinum,Green Building Solutions,4 Level -  ISO 14001,9/27/2023,19,2 - Limited,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,false
Sustainable Library,5/5/2014,58741842,Green roof,Downtown,3 Level - LEED Silver,Green Architects Inc.,4 Level -  ISO 14001,2/27/2024,13,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Sustainable Library,9/2/2014,51834713,Energy-efficient design,Town Square,5 Level - LEED Platinum,Green Building Solutions,1 Level - ENERGY STAR Certified,12/31/2023,2,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Green Office Building,11/26/2017,19251833,Rainwater harvesting,Metropolitan Area,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,10/11/2023,37,1- No,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,4/1/2017,81587819,Renewable energy sources,Central District,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,1/12/2024,0,2 - Limited,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Eco Elementary School,9/15/2020,44128206,Energy-efficient design,Downtown,3 Level - LEED Silver,Eco-Friendly Designs,4 Level -  ISO 14001,10/28/2023,40,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,9/8/2022,69668034,Green roof,Metropolitan Area,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,12/15/2023,15,1- No,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Eco Elementary School,5/30/2015,92157286,Rainwater harvesting,Central District,4 Level - LEED Gold,Green Building Solutions,3 Level - Green Globes,1/7/2024,25,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,3/28/2009,70989644,LEED Platinum certified,Metropolitan Area,4 Level - LEED Gold,Green Architects Inc.,2 Level - LEED,3/6/2024,0,2 - Limited,1 - low-flow,2 - recycled,25% reduction in energy use,true
Green Office Building,10/14/2019,81208436,Renewable energy sources,Downtown,2 Level - LEED Certified,Green Architects Inc.,3 Level - Green Globes,8/31/2023,12,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Green Office Building,8/10/2016,70988750,LEED Platinum certified,City Centre,2 Level - LEED Certified,Eco-Friendly Designs,1 Level - ENERGY STAR Certified,8/15/2023,36,3 - Yes,1 - low-flow,5 - certified,25% reduction in energy use,true
Eco Elementary School,4/25/2020,2535670,LEED Platinum certified,Downtown,5 Level - LEED Platinum,Eco-Friendly Designs,2 Level - LEED,12/30/2023,85,3 - Yes,1 - low-flow,5 - certified,25% reduction in energy use,true
Green Office Building,9/21/2018,1083487,LEED Platinum certified,Downtown,5 Level - LEED Platinum,EcoBuild Constructions,1 Level - ENERGY STAR Certified,2/11/2024,67,3 - Yes,1 - low-flow,5 - certified,25% reduction in energy use,false
Green Office Building,5/6/2015,91349361,Rainwater harvesting,Town Square,3 Level - LEED Silver,Eco-Friendly Designs,3 Level - Green Globes,12/21/2023,41,1- No,1 - low-flow,2 - recycled,30% reduction in energy use,false
Eco Elementary School,9/27/2020,6881429,LEED Platinum certified,Town Square,5 Level - LEED Platinum,Sustainable Builders,3 Level - Green Globes,8/4/2023,91,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Sustainable Library,10/26/2007,85477281,Energy-efficient design,Metropolitan Area,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,7/17/2023,13,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Eco Elementary School,9/15/2008,43103108,Green roof,Central District,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,9/1/2023,54,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,4/20/2009,1599619,Green roof,Town Square,2 Level - LEED Certified,EcoBuild Constructions,3 Level - Green Globes,9/27/2023,48,3 - Yes,1 - low-flow,4 - reclaimed,25% reduction in energy use,false
Eco Elementary School,11/25/2013,39923593,LEED Platinum certified,City Centre,5 Level - LEED Platinum,Green Building Solutions,2 Level - LEED,10/10/2023,33,1- No,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Eco Elementary School,1/5/2013,75181620,Renewable energy sources,City Centre,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,8/22/2023,42,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,true
Eco Elementary School,9/20/2011,34038840,Energy-efficient design,Downtown,2 Level - LEED Certified,Eco-Friendly Designs,2 Level - LEED,11/17/2023,89,1- No,2 - high-efficiency,1 - local,40% reduction in energy use,false
Green Office Building,1/12/2013,31826626,Energy-efficient design,Downtown,5 Level - LEED Platinum,Green Building Solutions,1 Level - ENERGY STAR Certified,8/17/2023,60,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Eco Elementary School,11/2/2021,88250939,Green roof,Central District,2 Level - LEED Certified,Eco-Friendly Designs,3 Level - Green Globes,2/26/2024,63,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Sustainable Library,6/24/2007,99809110,LEED Platinum certified,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,3 Level - Green Globes,8/7/2023,88,2 - Limited,1 - low-flow,3 - sustainable,25% reduction in energy use,false
Sustainable Library,3/10/2021,41914862,Renewable energy sources,Town Square,2 Level - LEED Certified,EcoBuild Constructions,2 Level - LEED,10/31/2023,20,2 - Limited,2 - high-efficiency,5 - certified,30% reduction in energy use,true
Sustainable Library,8/6/2008,91073674,LEED Platinum certified,Town Square,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,9/24/2023,54,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Eco Elementary School,11/11/2022,5037935,LEED Platinum certified,Town Square,4 Level - LEED Gold,Green Building Solutions,3 Level - Green Globes,11/3/2023,95,1- No,1 - low-flow,4 - reclaimed,30% reduction in energy use,true
Eco Elementary School,12/12/2016,14863670,Rainwater harvesting,City Centre,4 Level - LEED Gold,Green Building Solutions,1 Level - ENERGY STAR Certified,7/9/2023,17,1- No,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Sustainable Library,11/25/2014,613812,Green roof,Town Square,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,6/17/2023,50,1- No,1 - low-flow,2 - recycled,40% reduction in energy use,true
Green Office Building,8/7/2020,88715790,Rainwater harvesting,Town Square,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,10/7/2023,27,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Sustainable Library,3/16/2010,42499018,Energy-efficient design,Central District,3 Level - LEED Silver,Eco-Friendly Designs,2 Level - LEED,7/4/2023,25,2 - Limited,2 - high-efficiency,3 - sustainable,25% reduction in energy use,false
Green Office Building,7/5/2018,96711122,Rainwater harvesting,Central District,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,7/16/2023,26,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,7/21/2023,58132006,Green roof,City Centre,5 Level - LEED Platinum,Sustainable Builders,3 Level - Green Globes,10/5/2023,8,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,6/7/2008,93837611,Energy-efficient design,City Centre,5 Level - LEED Platinum,EcoBuild Constructions,3 Level - Green Globes,8/27/2023,47,2 - Limited,2 - high-efficiency,5 - certified,30% reduction in energy use,false
Green Office Building,9/21/2021,6889329,Energy-efficient design,Town Square,5 Level - LEED Platinum,Green Building Solutions,4 Level -  ISO 14001,10/13/2023,51,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Eco Elementary School,4/10/2008,90729829,Energy-efficient design,Downtown,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,12/15/2023,60,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,10/30/2007,91435662,LEED Platinum certified,City Centre,5 Level - LEED Platinum,Green Building Solutions,1 Level - ENERGY STAR Certified,11/27/2023,34,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Eco Elementary School,12/25/2018,5131647,Renewable energy sources,City Centre,2 Level - LEED Certified,Green Building Solutions,4 Level -  ISO 14001,6/11/2023,22,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Green Office Building,2/19/2022,54202165,LEED Platinum certified,Downtown,5 Level - LEED Platinum,Sustainable Builders,3 Level - Green Globes,10/27/2023,76,3 - Yes,1 - low-flow,5 - certified,30% reduction in energy use,false
Green Office Building,1/3/2019,11847054,Energy-efficient design,Central District,5 Level - LEED Platinum,EcoBuild Constructions,3 Level - Green Globes,7/9/2023,26,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,2/9/2023,77100567,LEED Platinum certified,Downtown,5 Level - LEED Platinum,Sustainable Builders,3 Level - Green Globes,1/27/2024,29,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Sustainable Library,11/23/2010,3373935,Renewable energy sources,City Centre,2 Level - LEED Certified,Sustainable Builders,4 Level -  ISO 14001,8/25/2023,88,3 - Yes,1 - low-flow,1 - local,25% reduction in energy use,true
Eco Elementary School,10/14/2017,86877337,Renewable energy sources,Metropolitan Area,3 Level - LEED Silver,EcoBuild Constructions,4 Level -  ISO 14001,9/12/2023,73,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,6/3/2020,20220268,LEED Platinum certified,City Centre,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,11/7/2023,56,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,2/19/2016,16174438,Green roof,Central District,2 Level - LEED Certified,Sustainable Builders,4 Level -  ISO 14001,2/5/2024,86,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,3/9/2022,98563443,Rainwater harvesting,Metropolitan Area,1 Level - Not Applicable,Sustainable Builders,4 Level -  ISO 14001,12/7/2023,55,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,8/21/2016,9257102,Green roof,Metropolitan Area,3 Level - LEED Silver,Green Building Solutions,4 Level -  ISO 14001,10/21/2023,87,3 - Yes,1 - low-flow,2 - recycled,30% reduction in energy use,true
Eco Elementary School,12/17/2006,69200076,Rainwater harvesting,Central District,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,12/4/2023,35,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Sustainable Library,12/21/2008,23200949,Green roof,Downtown,3 Level - LEED Silver,EcoBuild Constructions,3 Level - Green Globes,11/30/2023,75,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,9/13/2008,51323872,Rainwater harvesting,City Centre,4 Level - LEED Gold,EcoBuild Constructions,2 Level - LEED,12/16/2023,79,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,1/10/2010,75814201,Rainwater harvesting,City Centre,2 Level - LEED Certified,EcoBuild Constructions,3 Level - Green Globes,2/18/2024,15,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,true
Green Office Building,8/5/2012,63157915,LEED Platinum certified,City Centre,2 Level - LEED Certified,Eco-Friendly Designs,2 Level - LEED,6/15/2023,26,2 - Limited,1 - low-flow,5 - certified,25% reduction in energy use,false
Green Office Building,6/1/2023,29376394,LEED Platinum certified,Central District,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,10/20/2023,67,1- No,1 - low-flow,3 - sustainable,40% reduction in energy use,false
