ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Sustainable Library,10/17/2023,450773.6,LEED Platinum certified,Jaffna,Not Applicable,Green Architects Inc.,Green Globes,8/29/2023,89.01,No,low-flow,local,30% reduction in energy use,true
Green Office Building,7/30/2023,604031.33,Rainwater harvesting,Negombo,LEED Gold,Green Building Solutions,ISO 14001,6/19/2023,25.69,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,7/5/2023,461829.32,Energy-efficient design,Galle,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,12/13/2023,5.32,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,7/19/2023,862483.25,Energy-efficient design,Negombo,LEED Silve,Green Building Solutions,ISO 14001,11/28/2023,37.38,Yes,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,3/9/2023,385773.92,Energy-efficient design,Kurunegala,LEED Certified,EcoBuild Constructions,Green Globes,11/30/2023,26.73,No,high-efficiency,sustainable,25% reduction in energy use,true
Green Office Building,7/28/2023,924286.11,LEED Platinum certified,Jaffna,LEED Certified,EcoBuild Constructions,Green Globes,11/5/2023,25.59,No,low-flow,local,30% reduction in energy use,true
Sustainable Library,5/26/2023,593403.43,Rainwater harvesting,Gampaha,LEED Silve,Sustainable Builders,ISO 14001,1/27/2024,81.59,Yes,low-flow,reclaimed,30% reduction in energy use,false
Sustainable Library,12/27/2022,431187.77,LEED Platinum certified,Negombo,Not Applicable,Eco-Friendly Designs,Green Globes,10/1/2023,56.69,No,high-efficiency,sustainable,25% reduction in energy use,false
Sustainable Library,5/7/2023,142911.46,LEED Platinum certified,Colombo,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,1/31/2024,82.62,Yes,low-flow,reclaimed,25% reduction in energy use,false
Sustainable Library,10/1/2023,926220.49,Rainwater harvesting,Gampaha,LEED Platinum,Green Building Solutions,ENERGY STAR Certified,8/25/2023,84.47,Limited,low-flow,local,25% reduction in energy use,false
Green Office Building,11/1/2022,131624.37,LEED Platinum certified,Gampaha,Not Applicable,Eco-Friendly Designs,Green Globes,9/6/2023,31.29,No,high-efficiency,sustainable,25% reduction in energy use,false
Green Office Building,9/8/2023,504427.66,Rainwater harvesting,Galle,Not Applicable,Green Architects Inc.,Green Globes,2/2/2024,44.51,Yes,high-efficiency,local,30% reduction in energy use,true
Eco Elementary School,9/2/2023,356799.02,Energy-efficient design,Jaffna,LEED Certified,Green Architects Inc.,ISO 14001,7/16/2023,85.55,Limited,high-efficiency,sustainable,25% reduction in energy use,false
Green Office Building,8/6/2023,117724.61,Renewable energy sources,Kandy,LEED Certified,Sustainable Builders,LEED,3/7/2024,36.68,No,low-flow,sustainable,30% reduction in energy use,true
Sustainable Library,3/30/2023,265713.14,Renewable energy sources,Negombo,LEED Silve,Green Building Solutions,ISO 14001,2/27/2024,47.48,No,high-efficiency,sustainable,25% reduction in energy use,false
Sustainable Library,1/19/2023,149989.04,LEED Platinum certified,Kandy,Not Applicable,EcoBuild Constructions,LEED,7/31/2023,82.4,No,high-efficiency,reclaimed,25% reduction in energy use,true
Green Office Building,3/20/2023,854073.52,Rainwater harvesting,Trincomalee,LEED Silve,EcoBuild Constructions,ISO 14001,5/19/2023,18.59,No,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,10/10/2023,918410.28,Renewable energy sources,Kandy,LEED Silve,Green Building Solutions,ENERGY STAR Certified,7/29/2023,77.58,Limited,high-efficiency,local,25% reduction in energy use,true
Sustainable Library,4/6/2023,205996.74,Rainwater harvesting,Negombo,LEED Silve,Green Architects Inc.,Green Globes,5/24/2023,59.0,No,high-efficiency,sustainable,30% reduction in energy use,true
Green Office Building,5/16/2023,793362.84,Energy-efficient design,Jaffna,LEED Silve,Green Building Solutions,Green Globes,3/3/2024,97.53,Yes,low-flow,reclaimed,25% reduction in energy use,false
Green Office Building,5/22/2023,137591.29,Green roof,Galle,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,6/18/2023,42.23,No,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,6/7/2023,530730.8,Renewable energy sources,Gampaha,LEED Silve,Green Architects Inc.,Green Globes,10/22/2023,58.77,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,5/3/2023,287660.44,Energy-efficient design,Gampaha,LEED Silve,EcoBuild Constructions,LEED,6/11/2023,73.44,Limited,low-flow,reclaimed,30% reduction in energy use,false
Eco Elementary School,4/8/2023,701232.5,Rainwater harvesting,Colombo,LEED Certified,Green Building Solutions,ISO 14001,1/28/2024,38.47,Yes,low-flow,recycled,40% reduction in energy use,false
Green Office Building,3/25/2023,433622.15,LEED Platinum certified,Negombo,LEED Certified,Green Building Solutions,ENERGY STAR Certified,8/18/2023,23.35,Limited,high-efficiency,certified,25% reduction in energy use,false
Sustainable Library,12/23/2022,953053.12,LEED Platinum certified,Anuradhapura,LEED Silve,Eco-Friendly Designs,Green Globes,9/26/2023,75.2,Limited,low-flow,reclaimed,30% reduction in energy use,false
Green Office Building,2/22/2023,261835.69,LEED Platinum certified,Gampaha,LEED Silve,Green Architects Inc.,Green Globes,6/21/2023,9.43,No,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,4/18/2023,680869.98,Energy-efficient design,Gampaha,Not Applicable,Green Building Solutions,Green Globes,11/9/2023,36.81,Limited,high-efficiency,local,40% reduction in energy use,false
Green Office Building,7/13/2023,163101.33,Green roof,Galle,LEED Certified,Green Architects Inc.,ISO 14001,8/3/2023,17.21,No,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,2/21/2023,491599.42,Energy-efficient design,Kandy,LEED Gold,Sustainable Builders,LEED,2/5/2024,85.48,Limited,low-flow,certified,30% reduction in energy use,false
Sustainable Library,6/22/2023,266403.73,Rainwater harvesting,Trincomalee,Not Applicable,Green Architects Inc.,Green Globes,6/25/2023,94.32,Yes,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,6/28/2023,435034.8,Rainwater harvesting,Kandy,LEED Certified,Green Building Solutions,ISO 14001,1/7/2024,86.42,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,10/31/2022,843953.93,Rainwater harvesting,Galle,LEED Gold,Green Building Solutions,ENERGY STAR Certified,8/18/2023,15.3,No,high-efficiency,reclaimed,25% reduction in energy use,true
Sustainable Library,7/20/2023,937731.76,Green roof,Gampaha,LEED Platinum,Sustainable Builders,Green Globes,7/8/2023,23.15,No,high-efficiency,recycled,25% reduction in energy use,false
Sustainable Library,9/4/2023,300992.95,Green roof,Gampaha,LEED Platinum,Sustainable Builders,Green Globes,10/10/2023,30.33,Limited,high-efficiency,reclaimed,30% reduction in energy use,true
Sustainable Library,3/17/2023,912871.17,Renewable energy sources,Kandy,LEED Certified,EcoBuild Constructions,LEED,9/27/2023,94.01,Limited,low-flow,recycled,30% reduction in energy use,true
Green Office Building,3/30/2023,158505.56,Green roof,Anuradhapura,LEED Certified,Green Building Solutions,ISO 14001,11/13/2023,15.22,No,high-efficiency,sustainable,25% reduction in energy use,false
Eco Elementary School,1/27/2023,131148.06,Rainwater harvesting,Kandy,LEED Silve,EcoBuild Constructions,Green Globes,9/25/2023,60.69,Yes,high-efficiency,sustainable,30% reduction in energy use,true
Green Office Building,12/29/2022,589885.14,Energy-efficient design,Matara,LEED Gold,Green Architects Inc.,Green Globes,10/29/2023,53.69,Yes,low-flow,sustainable,25% reduction in energy use,false
Green Office Building,12/17/2022,837089.68,Green roof,Anuradhapura,LEED Silve,Sustainable Builders,LEED,2/26/2024,51.95,No,low-flow,certified,25% reduction in energy use,true
Green Office Building,2/24/2023,209512.1,Rainwater harvesting,Jaffna,LEED Silve,Green Architects Inc.,Green Globes,1/29/2024,32.16,No,high-efficiency,sustainable,25% reduction in energy use,true
Eco Elementary School,8/4/2023,794447.06,Renewable energy sources,Trincomalee,LEED Gold,Green Building Solutions,LEED,5/23/2023,91.96,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,7/3/2023,510853.44,Renewable energy sources,Jaffna,Not Applicable,Sustainable Builders,LEED,11/14/2023,5.06,Limited,high-efficiency,recycled,30% reduction in energy use,true
Eco Elementary School,12/25/2022,354943.18,Rainwater harvesting,Anuradhapura,LEED Silve,Green Architects Inc.,LEED,2/19/2024,42.02,No,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,2/7/2023,691510.58,Renewable energy sources,Jaffna,LEED Silve,Green Building Solutions,ISO 14001,8/26/2023,21.74,No,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,10/18/2023,828575.97,Renewable energy sources,Colombo,LEED Silve,EcoBuild Constructions,ENERGY STAR Certified,2/9/2024,1.7,Limited,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,11/20/2022,333018.59,Energy-efficient design,Trincomalee,LEED Silve,Sustainable Builders,Green Globes,8/24/2023,81.21,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,8/16/2023,609419.29,Rainwater harvesting,Negombo,LEED Gold,Green Building Solutions,ENERGY STAR Certified,12/26/2023,63.59,Yes,low-flow,recycled,40% reduction in energy use,false
Green Office Building,12/12/2022,824340.99,LEED Platinum certified,Matara,LEED Gold,Eco-Friendly Designs,LEED,9/1/2023,30.66,Limited,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,8/4/2023,485368.24,Energy-efficient design,Matara,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,8/3/2023,9.85,No,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,4/6/2023,265429.5,Energy-efficient design,Galle,LEED Gold,Sustainable Builders,ISO 14001,8/27/2023,81.55,Yes,low-flow,reclaimed,40% reduction in energy use,true
Green Office Building,11/23/2022,325123.57,Green roof,Anuradhapura,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,5/25/2023,85.65,No,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,7/10/2023,672844.76,LEED Platinum certified,Kandy,LEED Certified,Green Building Solutions,ISO 14001,7/4/2023,0.27,Limited,high-efficiency,local,25% reduction in energy use,true
Green Office Building,4/9/2023,334116.27,Green roof,Kurunegala,LEED Gold,Eco-Friendly Designs,Green Globes,3/2/2024,98.12,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,1/3/2023,936186.11,Renewable energy sources,Negombo,Not Applicable,Eco-Friendly Designs,LEED,3/3/2024,24.68,No,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,3/14/2023,278454.17,Rainwater harvesting,Negombo,LEED Silve,Green Architects Inc.,ISO 14001,6/5/2023,40.05,Yes,high-efficiency,certified,25% reduction in energy use,true
Green Office Building,8/11/2023,486518.84,Energy-efficient design,Galle,LEED Gold,Eco-Friendly Designs,LEED,5/27/2023,89.02,Limited,high-efficiency,recycled,25% reduction in energy use,true
Green Office Building,8/24/2023,177778.92,Rainwater harvesting,Anuradhapura,Not Applicable,Sustainable Builders,LEED,9/29/2023,74.12,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,2/11/2023,869033.29,Rainwater harvesting,Matara,LEED Certified,EcoBuild Constructions,Green Globes,11/25/2023,49.66,No,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,3/10/2023,527335.6,Energy-efficient design,Trincomalee,LEED Silve,Green Architects Inc.,LEED,9/4/2023,63.59,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,6/30/2023,753118.24,Energy-efficient design,Kandy,LEED Certified,EcoBuild Constructions,Green Globes,8/22/2023,12.62,Yes,low-flow,recycled,30% reduction in energy use,false
Green Office Building,12/15/2022,409000.36,Rainwater harvesting,Matara,LEED Certified,Green Building Solutions,ISO 14001,12/19/2023,80.78,Yes,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,2/9/2023,103653.96,Green roof,Gampaha,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,1/10/2024,31.03,No,low-flow,certified,25% reduction in energy use,false
Green Office Building,1/21/2023,883045.96,Energy-efficient design,Kandy,Not Applicable,Green Architects Inc.,Green Globes,12/12/2023,42.36,Limited,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,6/21/2023,804308.52,LEED Platinum certified,Jaffna,LEED Gold,Sustainable Builders,LEED,1/14/2024,77.72,No,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,1/11/2023,913381.32,Rainwater harvesting,Gampaha,LEED Silve,Green Building Solutions,Green Globes,6/20/2023,20.99,Yes,high-efficiency,recycled,30% reduction in energy use,true
Green Office Building,3/26/2023,675966.87,LEED Platinum certified,Jaffna,LEED Gold,Green Architects Inc.,LEED,8/22/2023,88.82,No,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,10/8/2023,507026.68,LEED Platinum certified,Matara,Not Applicable,Sustainable Builders,ENERGY STAR Certified,8/2/2023,2.56,Limited,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,11/28/2022,135951.15,LEED Platinum certified,Colombo,LEED Silve,EcoBuild Constructions,ISO 14001,10/19/2023,82.1,Yes,high-efficiency,recycled,40% reduction in energy use,false
Eco Elementary School,5/6/2023,491279.99,Energy-efficient design,Jaffna,LEED Platinum,Green Building Solutions,ISO 14001,1/26/2024,42.94,No,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,9/30/2023,484472.68,LEED Platinum certified,Jaffna,LEED Silve,Green Building Solutions,ISO 14001,6/24/2023,42.8,Yes,low-flow,certified,30% reduction in energy use,false
Green Office Building,1/30/2023,379982.27,Green roof,Galle,Not Applicable,Sustainable Builders,Green Globes,8/9/2023,68.85,No,high-efficiency,recycled,30% reduction in energy use,true
Green Office Building,4/24/2023,973063.53,Renewable energy sources,Negombo,LEED Certified,Green Building Solutions,ENERGY STAR Certified,12/11/2023,10.62,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,3/19/2023,464023.53,Energy-efficient design,Jaffna,LEED Platinum,Green Architects Inc.,Green Globes,9/13/2023,44.02,Limited,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,6/26/2023,935183.56,Green roof,Negombo,LEED Gold,Eco-Friendly Designs,ISO 14001,9/7/2023,55.73,No,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,11/13/2022,508235.18,Renewable energy sources,Matara,Not Applicable,Green Architects Inc.,ENERGY STAR Certified,5/24/2023,9.99,No,low-flow,certified,40% reduction in energy use,false
Green Office Building,3/14/2023,498591.35,Green roof,Galle,LEED Platinum,Green Building Solutions,ISO 14001,11/16/2023,30.25,Limited,low-flow,reclaimed,30% reduction in energy use,true
Sustainable Library,10/30/2022,408275.63,Rainwater harvesting,Jaffna,LEED Platinum,Green Building Solutions,ISO 14001,7/3/2023,62.41,No,high-efficiency,reclaimed,30% reduction in energy use,false
Green Office Building,12/12/2022,852713.62,Green roof,Kurunegala,LEED Gold,Green Building Solutions,Green Globes,6/8/2023,44.29,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,12/20/2022,299644.26,Energy-efficient design,Trincomalee,LEED Silve,EcoBuild Constructions,ENERGY STAR Certified,6/11/2023,12.35,No,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,5/19/2023,715343.87,Rainwater harvesting,Galle,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,10/4/2023,82.63,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,10/23/2023,368753.38,LEED Platinum certified,Gampaha,LEED Certified,EcoBuild Constructions,LEED,1/1/2024,0.96,Limited,low-flow,certified,40% reduction in energy use,false
Green Office Building,7/16/2023,646086.48,Energy-efficient design,Galle,LEED Gold,Sustainable Builders,Green Globes,9/10/2023,62.95,Yes,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,1/11/2023,665121.83,Green roof,Gampaha,LEED Certified,Green Building Solutions,Green Globes,5/19/2023,22.44,Limited,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,5/28/2023,351262.5,LEED Platinum certified,Galle,LEED Silve,Sustainable Builders,Green Globes,12/24/2023,33.72,Limited,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,4/6/2023,553007.65,Energy-efficient design,Kandy,LEED Certified,Sustainable Builders,LEED,6/30/2023,35.86,Limited,low-flow,certified,40% reduction in energy use,true
